"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Armenia","ARM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","390.636506595699","426.738067829575","454.371315134657","519.540562046365","509.572033196819","516.236396537819","575.036827621331","644.454272672448","775.370297985122","1012.34513954411","1404.74990032382","1871.85388833285","2742.2644353312","3546.08423602177","2583.61613061685","2758.45814291575","2999.03360449679","3172.03440849408","3409.88671346962","3524.89087138158","3150.66954352232","3108.22044979775","3475.20434794516","3687.29152233789","4019.85844444165","3617.03199044272","3790.56480898451","","","","",
"American Samoa","ASM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2692.518583939","2843.53999578725","3265.21803706392","3961.9725580704","5350.45667030888","5800.84457244687","6205.38118007519","6336.90327976791","6735.98854894708","7428.28883191512","8172.98854551389","9728.45180116865","10258.1812789796","9380.93415442332","10074.8150596864","9142.59600268097","9054.96445180165","9257.534951424","11456.1792410258","14164.7447035504","14199.3838590817","14632.7086233586","14470.3100400954","13945.3983231542","14441.5394454548","16118.0465390039","17458.7387478999","18756.0527008555","17083.6828484947","16493.576034341","17264.5748283029","15632.6872788808","16161.3183536818","18933.2480801539","24524.4980341804","26918.7794818103","28348.2066374157","31382.2393639742","38072.6751896914","33482.7319025883","40434.7356960586","48363.1354657542","53605.7387158548","53871.5549340191","48732.9249252793","44512.5960291842","39077.6893174716","42069.0851472692","44204.1255021825","42130.8946366101","40036.4458219231","45710.8904505974","","","","",
"Austria","AUT","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1761.3835796701","2033.97076127957","2497.41779108633","3332.0987124018","3957.52419192289","4500.81685160961","4855.45655602095","5800.34586899632","6956.92337174256","8311.17261466416","9175.13529370069","7864.49131458704","7896.85616485326","8040.73566627408","7571.96749919933","7740.78904142088","11018.2767609332","13792.3239790077","14880.0643679759","14792.5580327932","18400.4300612695","18906.0615202247","20999.6474181654","20251.0989411704","21546.5845640188","25386.4887277949","25025.5534198687","22282.1452635772","22789.9986892811","22355.1945001538","20391.6238651787","20142.9099925948","21920.5219775302","26718.4184396893","30611.249197044","31858.6160351506","33992.1804344707","39159.0057763079","43635.1099279055","39649.3948236994","39022.2561552357","42625.237354533","39980.6308392887","41694.0714086868","42465.7666055794","35811.6857751508","37196.1677474225","38441.7327185494","41651.8073903702","40712.5753412494","39515.5574069958","43281.7334797461","","","","",
"Azerbaijan","AZE","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","447.751764379502","427.796653636505","382.17217253398","456.27250166494","572.633618191897","673.190868703464","761.08273620035","947.140390652701","1378.44816504529","2062.96893153505","3092.1880393251","3275.46160334341","4040.20530953317","4784.73945434209","5294.53768774421","5674.20814037456","6051.69706201243","4460.30160976384","3029.30599861744","3226.15244834145","3414.82296711033","3656.14168229445","3530.66053678637","3965.42439576196","","","","",
"Burundi","BDI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","166.789461423556","170.823108338109","165.410671459596","180.845032168256","158.840490260398","182.590449455953","180.657581878207","162.014743888077","150.462990437418","151.452960133289","146.491377681004","150.879239099215","133.255687050261","118.56690948446","111.547392641045","101.597054548526","80.4069077481385","98.6097163089847","85.6707972391051","89.7641247687208","98.6728780132622","87.9565345339658","73.8987474756856","49.4881781614816","67.1520143896122","85.525083263813","101.70743593661","87.2047435702503","99.4307718501921","108.884410449742","134.1301500021","140.049419442283","159.155192229332","164.079508952851","175.8240158029","202.04507771664","160.499497422314","160.789595809912","163.088119911741","152.586259145304","150.032182597845","150.932567422257","","","","",
"Belgium","BEL","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2408.95421252438","2689.69925343756","3347.15561088914","4303.57042570107","5019.88332498271","5871.78415584449","6389.5774838489","7358.97285186276","8975.47871202541","10239.0788224273","10883.3947242157","8911.37543452817","7799.44050176518","7382.65052213961","7119.16282348307","7401.87739684633","10345.0142590748","12939.7677318167","14090.0418514213","14168.7899780675","17687.3722655193","18087.654765824","20048.8909289191","19260.132868141","21122.5391765204","24603.4106167395","23714.3239542788","21429.0674517853","21830.1196616998","21654.6247058331","19849.0863318723","19540.0712800529","21180.8623691088","25875.2457270526","29772.0140834378","30809.4826448051","32327.9315602045","36972.4891243131","40409.1579109223","36866.0491099004","36326.6393258806","38266.9837421049","36945.8409992463","38766.0380436211","39529.631063782","33799.7398337937","34528.4905949401","36341.1910737419","39046.7014085377","38340.1219991244","36801.2817418139","41743.0142804966","","","","",
"Benin","BEN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","95.1661730729043","114.944352066827","135.732005357933","146.510819833555","170.959445054117","171.930783608782","171.373468518842","210.487976983802","270.779706226556","310.561860152385","279.44408826926","251.912859537071","212.573488696271","194.523879339272","195.32097087239","240.017011759594","273.315816878737","275.288679354979","238.73349845203","303.874820767702","299.32191013937","231.782723172027","311.330625141885","193.157253444639","254.316994388878","268.467146347461","254.886162698839","271.41672268738","420.972694095942","394.708634276437","408.805241590461","463.440461099127","578.509263114238","652.484228299392","675.797168055236","701.27947704401","792.432260281043","922.457129343405","882.976826518664","835.803786457852","919.350508736559","938.478056583206","1038.96287861041","1075.70975879193","898.797038110268","906.433442302871","937.835739956926","1023.02610296719","1002.59329761825","1058.14490481897","1173.28565331485","","","","",
"Burkina Faso","BFA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","262.454536618796","234.145984244249","224.213093705154","197.505668380849","174.693671991005","180.238162638776","229.876880237889","258.763592835677","277.780006961384","270.305324722463","312.17660624054","307.759135475926","321.126015083171","298.030271752039","170.150403952524","209.977954455594","224.306640322961","205.60606168065","228.006820220626","268.225695837768","232.918428589877","242.119634817582","264.275067234592","335.013691643721","371.920291106467","404.856448337693","418.271359588533","472.73163949114","564.584153863897","536.876298788017","536.407886584111","600.747705810979","629.012476457329","656.553164810002","653.937090156577","543.146065748372","574.459498721542","613.286785628855","677.404196251433","652.899836364066","683.939308916461","670.055139103883","","","","",
"Bangladesh","BGD","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","101.216171220743","152.850226851241","229.554717812514","115.915634083737","105.721567746665","143.323648089771","165.974920404036","189.430685675337","210.185013056085","186.966795726541","175.435839181528","183.770072741639","209.015046122178","199.840128212344","218.970390367273","233.859121808139","248.096205859479","266.218550167246","256.332313624483","257.985356554961","265.911945849353","266.83260080536","294.021062585102","351.681785077277","359.979803114294","365.676950586215","368.631654638545","377.271681929373","373.945462492766","376.716240175324","408.638010979128","437.779663617171","461.19293360395","472.399016981675","523.447677871554","605.30816884109","672.110602481967","749.617087690298","826.613898000825","853.69080005025","949.520478634602","1068.92849745579","1194.18010735624","1580.77341984739","1712.10431001292","1869.93574257226","2186.77189399317","2305.85834488129","2567.44432056871","","","","",
"Bulgaria","BGR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","1895.49149541373","1903.68100226944","1848.26143585388","1587.35892584244","1685.61249406093","1638.17814188141","1933.19209489474","2667.05602819169","2092.52086653271","2031.31074757625","1831.42677987872","955.523004265503","1029.51105039229","1079.92136033723","1001.33342096187","2062.43616404192","1321.48931445301","1231.0701941065","1600.71605552619","1439.82279793832","1373.01513260038","1546.24502547765","1857.50532570537","2371.1872791671","2944.82116586447","3338.79265351051","3734.94184005398","4613.52183071815","5971.73998792042","5759.80281082656","5620.27110440547","6408.16262013239","6243.72397865396","6516.286568748","6784.31106716898","5981.3406941062","6449.49938128713","7250.14239206952","8115.85562740379","8608.71424825069","8797.59335626854","10690.3143634493","","","","",
"Bahrain","BHR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","1950.70827895055","3400.64148109487","5574.6620983629","5923.69658878941","5349.63329192931","3528.65272766583","3329.10415853547","3265.7549017471","4162.47280757566","3742.6526218485","4750.97282334897","6675.30203749877","6313.17926804203","6579.86163250552","7098.24242527048","7612.4752582214","7484.58486294143","7443.22899703869","7650.25839342714","7363.95613057523","9632.06984407326","9423.38974166774","9323.6759666618","10177.5681313885","11138.5123414286","12370.435613183","13343.3473441481","14993.4046608864","15798.9448977387","13040.1203775476","13750.0160713754","13337.4297215466","17582.5404744278","17578.9449539859","17356.5283014059","17082.5308115239","17718.3164217207","18086.8066139931","18232.2605525403","18906.7087821266","17252.7504486041","","","","","",
"Bahamas, The","BHS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","4905.92088465337","5046.90647792561","5630.74399111382","6104.8211241919","7100.85293962449","7984.8656925776","8333.96981672341","9097.01216232394","9354.06383031447","10201.4732107061","10175.1927078181","9853.27024190431","9991.11505125511","9555.64446928197","9816.11592073374","12175.8603196901","13826.2581362277","18749.7764721188","19851.5572083832","22179.9438519761","22871.5462984818","23129.1207341585","24499.1499347921","24223.516834326","24444.9855954747","26202.6344811613","26525.710140237","27374.5659292091","27088.218891591","25106.3395909699","24819.0028258687","24499.0332071655","25926.4305288548","25023.3302802618","25846.802100963","26904.5487596835","26745.595576886","28368.9061285061","28200.1549127316","29667.7359491435","21910.3013243423","24896.4416058903","","","","",
"Bosnia and Herzegovina","BIH","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264.44928004327","400.851777456305","635.815919367016","803.029959873098","1137.06790910671","1227.64647993958","1353.68677307823","1382.43950060812","1565.22634756478","1931.5926940086","2421.98208468817","2574.5494292313","2937.61875382251","3561.93572650694","4460.06215885733","4156.50504570392","3979.79131300303","4300.62730357366","3976.01113547479","4294.74784543346","4374.13683703953","3879.89630865561","4098.32302466888","4436.29409224332","5018.39917585716","5104.82014672678","5099.28497065888","6019.15369598799","","","","",
"Belarus","BLR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418.26853203973","1366.90572392995","1255.83684731417","1161.48944531287","1228.20371485109","1174.45167233917","1284.18605114791","1021.48407277844","1077.72341662085","1057.56631010623","1261.96685721397","1558.58487207867","2024.72218370917","2676.13727395177","3274.49139349025","4001.68209021382","5353.01906035806","4480.50800060588","5017.31026339701","5460.29589525563","5735.83109017894","6490.27112693149","6842.25522471949","4824.41947817156","4055.47952046963","4690.77961248574","5139.38472293261","5563.11300876083","5200.94407492104","5812.02174051461","","","","",
"Belize","BLZ","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","1257.13780576318","1209.75684276623","1055.13445140077","1091.1800824554","1185.71399936997","1135.52415452653","1246.91846168183","1483.45973153896","1656.95079295965","1863.89492677016","2751.72201518204","2926.55613562218","3314.49862178511","3508.79617175734","3542.18189445962","3673.88658548155","3718.8105786873","3685.25728453529","3727.2740663889","3767.30698496804","3731.0630112765","3716.46419776707","3835.01887836952","3849.33481214137","3923.96850845319","4027.62753020606","4130.16074931148","4166.88710985005","3983.4384661934","4069.96992425135","3910.15309479702","4048.75840594849","4209.02923343129","4499.9489117998","4666.68756456791","4961.38964260391","4904.16882476215","4791.12050819095","4682.79460107878","4827.92232250741","4225.90043623901","4880.64188231215","","","","",
"Bermuda","BMU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","467.959577749295","529.28820065789","588.820363172167","646.652540452193","615.633795884547","820.075596181998","759.50827308063","725.615080363969","818.457295970845","706.85142196177","509.738830749756","551.636466972138","566.447683280536","565.221521842731","578.183498772295","639.165807837661","670.024860660643","668.986811508345","682.757803467777","752.578189914459","820.195874815501","865.093556148561","920.619924969424","861.844471226523","834.426839897653","806.644815387737","767.484529924721","755.496391050519","782.371859031792","815.83925825748","943.701416180688","1073.29450311568","1381.63511437865","1453.72775971474","1582.73248686047","1845.87183011161","1972.18496259599","2202.04758787747","2386.0346374019","2532.41450619948","2618.28111304376","2764.05701052722","2907.08157621495","2940.9443192345","2652.86074656786","2656.57385905118","","","","",
"Brazil","BRA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","396.617703943346","452.118666552559","526.200058866603","689.534075748935","889.927177461792","1007.08112414176","1211.77564829705","1356.68294797751","1497.93880814448","1635.88242716171","1638.08638707093","1778.52798094419","1836.62467947432","1270.70045507692","1284.4549433015","1116.17788131941","1369.26336585132","1469.00074302193","1615.33545343644","2172.41433148201","2159.55412647093","1888.21324787731","1779.04859482427","1962.24024594288","2739.97307467175","4110.38644611711","4524.06909367658","4559.43620604197","4311.46921232482","2867.9653654609","3082.35837523992","2580.69995030409","2305.23975607041","2494.65905823775","2976.64829456207","3898.8675732753","4830.41055307377","6067.29781894341","7170.01598838933","6936.07526333298","8878.02467633288","10260.0808435099","9351.31113035426","9456.54424882596","9242.57787173242","6666.74707912629","6565.20698073027","7642.22874304387","6984.28849842098","6818.4920461384","5367.94903435073","5775.8395830056","","","","",
"Barbados","BRB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","5364.8739690588","5876.5834874158","6256.10516952099","6985.15183634786","6898.12888914364","6941.31530752653","6756.66689832829","7073.66860515682","7346.55400393842","7416.735481245","7876.21774381522","8357.53169372549","9459.00888135686","9826.6778174935","10176.2059930688","10099.0391806525","10165.3018005534","10378.5730179364","11080.6140273059","12129.9411167745","13035.7923066674","14675.7110814205","14762.8667368412","13917.3744013952","14253.3407154721","13877.0041834251","14143.5399511468","14314.0151435908","14329.1709337387","14307.7342094805","14571.0495306811","15021.3335450196","15277.0616526899","15878.5251742674","14376.0764504889","14760.3025334826","","","","",
"Brunei Darussalam","BRN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8377.00222307904","9057.52658884689","10614.3898469857","11380.530716897","10830.960466113","10656.4810155997","12023.6613699501","12342.9831291333","12249.8434383777","10078.9893626066","10667.7265850383","12227.5979676648","11969.6440175806","12463.5812669528","13345.7666400477","15506.3808795575","17689.0514128281","20105.5534720714","22117.3325316646","26276.5888284849","21015.5344070461","24906.5115231056","31018.0303668451","33074.5430677057","33009.2833471902","31081.4866043489","25218.0237279933","23292.7197639634","23827.9330041093","23571.7042046696","23965.6856969375","22157.4196786151","22736.0067919512","","","","",
"Bhutan","BTN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","183.224616365522","191.191332683534","166.173167572221","182.938014749065","215.077714808023","220.514715843123","246.055274689667","330.831189594718","377.875780167837","381.22188661077","400.937609897714","312.468615428486","309.800972459439","313.477915246086","379.792262826818","397.068927442803","422.200357863881","510.704102528936","476.258392053337","486.446716551141","630.662966004808","675.730698239416","738.853681345557","827.067934300074","918.722601331384","1065.6305719718","1157.68613083794","1490.05311668865","1529.15259368357","1503.24733951747","1800.59358568594","2040.56599754145","2002.64933313358","1989.02720882447","2135.13950950506","2194.6011468468","2295.34780795426","2610.16190856802","2618.6528328252","2913.82294271524","2724.88888654246","2945.36081733067","","","","",
"Botswana","BWA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","188.776840831973","225.975452409714","315.098737497623","365.50203561455","398.835640502761","388.611861211259","456.096114703017","585.809066783314","767.713568897298","910.232321371773","987.98790284884","882.296582313267","929.887646612811","899.433119387436","788.27351992622","959.04404226013","1246.69912565932","1658.24574429209","1875.26614906639","2446.76919811433","2555.58695241572","2645.31498911671","2710.16848008909","2336.66518451954","2638.59952126173","2531.62348348875","2671.44074600476","2674.93544013829","2774.7189155673","2808.35278667606","2772.07135621599","2339.13877262942","2949.43648074691","3354.74671354451","3932.40570337176","3850.60083072139","4105.80263327211","4053.78176681978","3900.70924620048","4662.3276199925","5818.83832319059","5391.61316905503","5307.63162245752","5578.06730572636","4758.55927652216","4762.37570666035","5052.44172680895","5140.36157142528","5277.73306330877","4911.42197478843","5455.5673993521","","","","",
"Central African Republic","CAF","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","274.774376522503","245.367810632446","258.434786236644","222.109389902881","215.307638287054","294.401958531383","374.238138581069","386.097631103248","401.918236215257","386.43029928204","439.908169366916","408.64736176424","405.085786115621","353.471665836561","231.177537289654","297.425446028481","256.360746638689","235.664601847454","238.015433202913","242.540669535408","215.699566108565","216.673471074707","226.546241392826","255.02286522885","277.02706767973","287.00064739721","308.219012316995","352.432049096167","400.173095929089","419.283234243283","435.557533809675","477.610260002907","485.491953696697","305.90264080949","337.774150004361","305.445500013408","324.013435625676","376.674065005796","399.451628810324","393.023450587441","392.527322404224","417.433814182588","","","","",
"Canada","CAN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","3414.62229379943","3758.30773778752","4257.4510460599","4839.68966757762","5712.94618304379","6148.6250438164","7231.92459748737","7288.63141217861","7439.30674520618","7922.76284093085","8745.60482113271","9752.93845849138","9873.07790701746","10706.574850716","11097.1098240504","11332.2589721154","11704.9871632971","13252.8296390807","15354.4980477887","16740.8289398833","17207.3431729863","17586.4766020718","16735.0911017312","16170.2099394322","16017.9441570004","16619.9265784073","17002.6998417053","17542.8889604055","16794.2292682291","17868.2000334765","19386.4454096933","18986.1829403748","19537.081005585","22686.5539725433","26003.1646471795","29229.8971913554","33132.7886306989","36533.9174595096","37787.1470445015","32986.0481049786","38678.1805865567","42617.9740602834","43024.4508036713","43054.542645188","41608.0361468204","35364.1191071783","34318.5449237169","36906.3117171091","37828.3168572496","37785.7276089272","34953.0363610614","41986.2328595884","","","","",
"Central Europe and the Baltics","CEB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1850.7544786081","2202.40829401489","2849.04641189703","3029.24017601896","2996.86762546199","3310.65351948466","3195.88798179424","3170.93479886082","3504.01211155032","3971.35180147506","4732.65994682683","5674.7814346422","6718.50265644401","7570.66096992379","9564.10619162369","11813.6009176397","9929.14991621844","10077.5718408409","11084.1753816122","10467.5143472449","11002.9349446461","11415.9085161552","10120.1158392262","10332.3004144245","11569.5772874321","13104.8520423474","13369.0437851241","13383.3152725975","15387.5165526526","","","","",
"Switzerland","CHE","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40553.4882471773","39111.0151639171","34659.0443080255","35760.7232328344","34989.6158847615","32930.9796571308","32248.5275287195","33733.7929857732","40939.3931930921","45346.7796943141","48033.9817870011","50174.7622880417","51128.2979377903","52789.1402349311","55813.2102235148","63191.0431544726","70650.760298422","68518.9893642797","69446.6309854852","68999.9181134434","66347.4161586484","63668.848941924","63071.2502194762","63208.8270862012","62588.3361826227","62971.4161735291","69631.6582374907","","","","",
